id,指标主键,quota_level,建议ID,风险级别,画像类别,驾驶员建议内容,管理员建议内容,建议来源
592,单位画像-线路风险-动态风险-空档滑行,3,594,4,单位画像,,通过车载监控抓拍空档滑行行为，对违规者开展制动安全培训，考核合格再上岗。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
593,单位画像-线路风险-动态风险-熄火滑行,3,595,4,单位画像,,建立熄火滑行指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
594,单位画像-线路风险-动态风险-不文明鸣笛,3,596,4,单位画像,,建立不文明鸣笛指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
595,单位画像-线路风险-动态风险-安全带行为,3,597,4,单位画像,,建立安全带行为指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
596,单位画像-线路风险-动态风险-不规范进站,3,598,4,单位画像,,建立不规范进站指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
597,单位画像-线路风险-动态风险-不规范出站,3,599,4,单位画像,,建立不规范出站指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
598,单位画像-线路风险-动态风险-急停,3,600,4,单位画像,,建立急停指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
599,单位画像-线路风险-动态风险-门开禁启开关,3,601,4,单位画像,,建立门开禁启开关指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
600,单位画像-线路风险-动态风险-停车不挂N档,3,602,4,单位画像,,建立停车不挂N档指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
601,单位画像-线路风险-动态风险-不规范开关门,3,603,4,单位画像,,建立不规范开关门指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
602,单位画像-线路风险-动态风险-安全启动,3,604,4,单位画像,,建立安全启动指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
603,单位画像-线路风险-动态风险-违规使用空调,3,605,4,单位画像,,建立违规使用空调指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
604,单位画像-线路风险-动态风险-平路不规范行为,3,606,4,单位画像,,建立平路不规范行为指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
605,单位画像-线路风险-动态风险-上坡不规范行为,3,607,4,单位画像,,建立上坡不规范行为指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
606,单位画像-线路风险-动态风险-下坡不规范行为,3,608,4,单位画像,,建立下坡不规范行为指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
607,单位画像-线路风险-动态风险-违规使用总电,3,609,4,单位画像,,建立违规使用总电指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
608,单位画像-线路风险-动态风险-路口大油门,3,610,4,单位画像,,建立路口大油门指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
609,单位画像-线路风险-动态风险-进站违规制动,3,611,4,单位画像,,建立进站违规制动指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
610,单位画像-线路风险-动态风险-区间超速,3,612,4,单位画像,,建立区间超速指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
611,单位画像-线路风险-动态风险-全局超速,3,613,4,单位画像,,建立全局超速指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
612,单位画像-线路风险-动态风险-左转弯未刹车,3,614,4,单位画像,,建立左转弯未刹车指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
613,单位画像-线路风险-动态风险-右转弯未刹车,3,615,4,单位画像,,建立右转弯未刹车指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2022〕178号 广州巴士集团有限公司关于印发公交营运驾驶员服务工作规范的通知》
614,单位画像-站场风险-交通安全-人车分流,3,616,4,单位画像,,建立人车分流指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2023〕98号 广州巴士集团有限公司关于印发交通安全管理规定的通知》
615,单位画像-站场风险-交通安全-人车流量,3,617,4,单位画像,,建立人车流量指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2023〕98号 广州巴士集团有限公司关于印发交通安全管理规定的通知》
616,单位画像-站场风险-交通安全-警示标志,3,618,4,单位画像,,建立警示标志指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2023〕98号 广州巴士集团有限公司关于印发交通安全管理规定的通知》
617,单位画像-站场风险-交通安全-安保,3,619,4,单位画像,,建立安保指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2023〕98号 广州巴士集团有限公司关于印发交通安全管理规定的通知》
618,单位画像-站场风险-交通安全-出入口,3,620,4,单位画像,,建立出入口指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2023〕98号 广州巴士集团有限公司关于印发交通安全管理规定的通知》
619,单位画像-站场风险-交通安全-线路车辆数量,3,621,4,单位画像,,建立线路车辆数量指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2023〕98号 广州巴士集团有限公司关于印发交通安全管理规定的通知》
620,单位画像-站场风险-交通安全-夜间灯光,3,622,4,单位画像,,夜间灯光亮度不达标路段加装照明设备，定期检查车辆灯光，确保合格。,《穗巴士集〔2023〕98号 广州巴士集团有限公司关于印发交通安全管理规定的通知》
621,单位画像-站场风险-交通安全-视觉盲区,3,623,4,单位画像,,建立视觉盲区指标监测台账，数据超标时及时干预，避免风险扩散。,《穗巴士集〔2023〕98号 广州巴士集团有限公司关于印发交通安全管理规定的通知》
622,单位画像-站场风险-三防安全-场站地势,3,624,4,单位画像,,建立场站地势监测台账，数据超标时及时干预，降低风险。,《穗巴士集〔2022〕59号 广州巴士集团有限公司关于印发防汛防旱防风防冻应急预案的通知》
623,单位画像-站场风险-三防安全-临水临崖,3,625,4,单位画像,,建立临水临崖监测台账，数据超标时及时干预，降低风险。,《穗巴士集〔2022〕59号 广州巴士集团有限公司关于印发防汛防旱防风防冻应急预案的通知》
624,单位画像-站场风险-三防安全-场地设施,3,626,4,单位画像,,建立场地设施监测台账，数据超标时及时干预，降低风险。,《穗巴士集〔2022〕59号 广州巴士集团有限公司关于印发防汛防旱防风防冻应急预案的通知》
625,单位画像-站场风险-三防安全-应急设施设备,3,627,4,单位画像,,建立应急设施设备监测台账，数据超标时及时干预，降低风险。,《穗巴士集〔2022〕59号 广州巴士集团有限公司关于印发防汛防旱防风防冻应急预案的通知》
626,单位画像-站场风险-三防安全-监控设备,3,628,4,单位画像,,建立监控设备监测台账，数据超标时及时干预，降低风险。,《穗巴士集〔2022〕59号 广州巴士集团有限公司关于印发防汛防旱防风防冻应急预案的通知》
627,单位画像-站场风险-消防安全-充电车数,3,629,4,单位画像,,建立充电车数监测台账，数据超标时及时干预，降低风险。,《穗巴士集〔2023〕41号 广州巴士集团有限公司关于印发消防安全管理规定的通知》
